id,step_number,sort_order,question,label_name,name,field_type,field_choices,hold_status,hold_condition,is_chaining,chaining_condition,chain_question_id,created_at,created_by,updated_at,updated_by,is_verified,states_list,Comment,is_deleted_b,row
1167,,28500,"Do you have a process in place to screen materials for any potential violations of another party’s copyrights,
trademarks or other intellectual property rights?",Intellectual Property Violation Screening,intellectualPropertyViolationScreening,radio-question,"Yes
No 
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,243
1169,,28600,"Do you have a process in place to screen materials for potential libel, slander or advertising injury?
",Libel or Slander Screening,libelOrSlanderScreening,radio-question,"Yes
No
Not Applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,244
1170,,28700,"Does your business provide any of the following services?
• Insurance agent/broker
• Mortgage banker/broker
• Title agent/abstractor
• Real estate appraiser (for loan valuations, does not apply to brokerage service)
• Home inspector
• Property developer or builder",Services Provided,servicesProvided,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,245
1171,,28800,"Including yourself, how many agents/brokers work for you or your firm (including direct employees and
subcontractors)? Do not include other office support staff.",Number of Agents or Brokers,Number of Agents or Brokers,input-question,,None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,246
1172,,28900,"Are the licenses for all agents working with your firm current, and in good standing with your state’s licensing board?",Licenses for All Agents in Good Standing,Licenses for All Agents in Good Standing,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,247
1173,,29000,What is you or your firm’s approximate average commission received per sale (prior to any sharing arrangements)?,Approximate Average Commission per Sale,approximateAverageCommissionPerSale,input-question,,None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,248
1175,,29100,Does your business sell any properties owned by you or an affiliated entity?,Sell Properties Owned by You,Sell Properties Owned by You,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,249
1176,,29200,"Does your business have any exclusive sales relationships with any real estate developer, builder or construction company?",Exclusive Sales Relationships with Real Estate Developer,"exclusiveSalesRelationshipsWithRealEstateDeveloper
",radio-question,,KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,250
1177,,29300,"Approximately, what percentage of your commissions are due to the sale of commercial properties?",Commissions From Commercial Properties Sales,commissionsFromCommercialPropertiesSales,input-question,,None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,251
1178,,29400,"Approximately, what percentage of your commissions are due to “short sales”?",Commissions From Short Sales,CommissionsFromShortSales,input-question,,None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,252
1179,,29500,"Approximately, what percentage of your commissions are dual agency sales, where you represent both the buyer and seller in the same transaction?",Commissions From Dual Agency Sales,commissionsFromDualAgencySales,input-question,,None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,253
1180,,29600,"Does your business:
• Act as a Professional Employer Organization (PEO).
• Lease employees or provide employees on secondment to other organizations.
• Perform any recruiting activities for medical personnel, including but not limited to nurses, doctors, dentists, etc.",Business Activities,businessActivities,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,254
1181,,29700,What types of jobs are primarily placed and/or recruited by your business? (Please note that medical placements are ineligible for coverage):,Jobs Primarily Placed or Recruited,jobsPrimarliyPlacedOrRecruited,radio-question,"Accountants
Administrative/office staff
Architects and engineers
Attorneys
Executive/management
Information Technology (IT) professionals",SoftHold,Other; please explain,TRUE,Other; please explain,1278,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,255
1183,,29900,Do you conduct background checks on your applicants prior to placement?,Applicant Background Checks,applicantBackgroundChecks,radio-question,"Always
Sometimes
Never",KO,"Sometimes ||
Never",FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,256
1185,,30000,Do you test and evaluate your applicants’ skills and qualifications prior to placement?,Evaluate Applicant Skills,Evaluate Applicant Skills,radio-question,"Always
Sometimes
Never",KO,"Sometimes ||
Never",FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,257
1186,,30100,"Do you maintain current and valid professional certifications or designations as required or recognized by industry standards?
",Professional Certification Maintained,professionalCertificationMaintained,YesNo,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,258
1187,,30200,What type of research does your business primarily provide?,Primary Research Type,primaryResearchType,radio-question,"Economic research (general macro/micro-economic issues)
Environmental matters
General research
Industry-specific matters (as per your client’s industry)
Intellectual property
Law
Market/customer research
Regulatory/governmental issues
Other; Please explain the type of consulting services you provide and provide your business’s website address (if you have one).",None,,TRUE,Other; Please explain the type of consulting services you provide and provide your business’s website address (if you have one).,1189,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,259
1189,,30300,Other; Please explain the type of consulting services you provide and provide your business’s website address (if you have one).,Type of Consulting Services Provided,typeOfConsultingServicesProvided,input-question,,None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,chain to 1187,FALSE,260
1190,,30400,"Does your business provide any of the following services?
• Aerospace consulting or advice
• Actuarial advice
• Appraisals
• Architecture or engineering advice
• Background checks
• Construction management or advice
• Clinical or medical trials
• Credit counseling
• Environmental consulting or advice
• Financing or financial auditing
• General contracting
• Investment or tax advice
• Insurance placement or advice
• Land acquisition
• Law enforcement training
• Legal advice
• Lobbying and/or political advice
• Medical advice
• Mergers and acquisitions or business valuations
• Mining consulting or advice
• Oil, gas, or petroleum consulting or advice
• Private investigations
• Safety consulting or advice
• Sales representative
• Title abstracting",Services Provided,servicesProvided,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,261
1191,,30500,In what industry do the majority of your clients work?,Client Industry,clientIndustry,radio-question,"Agricultural/mining
Aerospace
Construction
Education
Government – Federal
Government – state, local, or foreign
Energy/utilities
Financial institutions
Individual consumers
Medical/healthcare-related
Media/entertainment
Payment processors
Professional service providers (not otherwise listed)
Retail/wholesale trade/consumer products
Technology
Transportation (not including aerospace)",None,,TRUE,Other/multiple industries; please explain,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,TRUE,262
1196,,31000,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,TRUE,263
1197,,31100,Do your contracts state that to the best of your knowledge any materials or intellectual property created are original and do not infringe upon the intellectual property rights of others?,Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,264
1198,,31200,"Do you have a process in place to screen materials for any potential violations of another party’s copyrights,
trademarks or other intellectual property rights?
",Intellectual Property Violation Screening,intellectualPropertyViolationScreening,radio-question,"Yes
No
Not Applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,265
1199,,31300,"Do you have a process in place to screen materials for potential libel, slander or advertising injury?",Libel or Slander Screening,libelOrSlanderScreening,radio-question,"Yes
No
Not Applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,266
1201,,31400,Are your procedures and guidelines in compliance with OSHA and/or other government safety requirements?,Compliance with OSHA,compliantWithOsha,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,267
1202,,31500,"Do you or any of your clients work in any of the following areas or industries?
• Aerospace or aviation
• Amusement rides, pools, or playgrounds
• Bridges, dams, harbors, mines, piers, or tunnels
• Construction sites
• Environmental
• Food or drug processing
• Foundation, sheeting, or retaining walls
• Hazardous waste
• Mining
• Oil and gas
• Railroads
• Underground storage tanks or utilities",Client Industries,clientIndustries,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,268
1262,,15750,"If ‘Yes,’ above: What is the maximum replacement cost value for any home or building you inspect?",Maximum Replacement Cost,maximumReplacementCost,input-question,,None,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,Changed from 188,FALSE,269
1203,,31600,"Does your business provide any of the following services?
• Aerospace consulting or advice
• Actuarial advice
• Architecture or engineering advice
• Construction management or advice
• Credit counseling
• Environmental consulting or advice
• Financing or financial auditing
• Home or building inspections
• Investment or tax advice
• Insurance placement or advice
• Land acquisition advice
• Law enforcement training
• Legal advice
• Lobbying and/or political advice
• Medical advice
• Mergers and acquisitions or business valuations
• Mining consulting or advice
• Oil, gas, or petroleum consulting or advice
• Sales representative
• Security guard services or personnel",Services Provided,servicesProvided,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,270
1204,,31700,Does your business require customer sign-off on deliverables?,Customer Sign-off,customerSignoff,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,271
1205,,31800,Are you hired as an independent contractor by the original manufacturer(s)?,Independent Contractor by Manufacturer,independentContractorByManufacturer,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,272
1206,,31900,Do the manufacturers you work for have branches or operations located in the United States?,Manufacturer Operations in US,maufacturerOperationsInUs,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,273
1207,,32000,Do you have storage or warehouse facilities for inventory?,Storage or Warehouse Facilities,storageOrWarehouseFacilities,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,274
1208,,32100,"Do you sell or distribute any of the following items, products, or supplies?
• Alcohol, tobacco, electronic cigarette, or vapor products or supplies
• Auto, boat, or utility vehicles and/or parts
• Chemicals or chemical supplies
• Farming or gardening supplies
• Gun, firearm, or ammunition products or supplies
• Pharmaceutical or medical devices
• Hazardous materials
• Health food, herbs, vitamins, or supplements
Herbicides or pesticides
• Pet or pet supplies",Sell or Distribute,sellOrDistribute,radio-question,"Yes
No",None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,Endorsement missing: no answer at this time,FALSE,275
1209,,32200,"Do you perform any of these services?
• Administer or monitor detoxification programs
• Operate any residential treatment facilities
• Prescribe or dispense herbs or herbal drugs
• Prescribe or dispense over the counter or prescription drugs",Services Performed,servicesPerformed,YesNo,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,276
1210,,32300,What type of social services do you provide?,Type of Social Services Provided,typeOfSocialServicesProvided,radio-question,"Child welfare and family social services
Medical and public health social services
Mental health and substance abuse social services
Research and public policy social services 
Other, please explain",None,,TRUE,"Other, please explain",1211,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,277
1211,,32400,Other:,Other,other,input-question,,chain 1210,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,chain from 1210,FALSE,278
1212,,32500,What is the most common age group that you treat?,Common Age Group,commonAgeGroup,radio-question,"Children up to 12 years old
Teenagers 13 - 17 years old
Adults 18 - 64 years old
Seniors 65+ years old",None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,279
1213,,32600,"Do you perform any of these services?
• Administer or monitor detoxification programs
• Drug testing
• Operate any residential treatment facilities
• Prescribe or dispense herbs or herbal drugs
• Prescribe or dispense over the counter or prescription drugs",Services Performed,servicesPerformed,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,280
1214,,32700,What is the most common age group that you treat?,Common Age Group,commonAgeGroup,radio-question,"Children up to 12 years old
Teenagers 13 - 17 years old
Adults 18 - 64 years old
Seniors 65+ years old",None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,281
1215,,32800,"Does your business conduct financial audits or provide attestation services?
",Conduct Financial Audits,conductFinancialAudits,radio-question,"Yes
No",,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,Need to check endorsement for answer,TRUE,282
1216,,32900,What is your business’s primary type of client?,Primary Type of Client,primaryTypeOfClient,radio-question,"Businesses
Publicly known individuals/families
Other; please explain",None,,TRUE,Other; please explain,1279,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,283
1217,,33000,"Does your business conduct any of the following training, instruction, or services?
• Animal
• Architecture or engineering
• Aviation
• Behind the wheel driving
• Cooking or food preparation
• Construction management
• Daycare or childcare
• Fitness
• Law enforcement
• Medical
• Safety
• Security guard",Conduct Training or Instruction Services,conductTrainingOrInstructionServices,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,284
1218,,33100,"Is your business any of the following?
• Public/private/charter school
• College or university
• Day care or eldercare facility
• Technical or vocational school",Business Activities,businessActivities,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,285
1219,,33200,What types of instruction are primarily offered by your business? (Please note that schools and formal institutions of education are not eligible for coverage):,Types of Instruction,typesOfInstruction,radio-question,"Corporate/business skills (e.g., sales, communication, writing)
Individuals (not otherwise listed)
Life/career/executive coaching
Religious
Students
Transportation/equipment operation (e.g., cranes, forklifts, Commercial Driver’s License)
Vocational/trades/artisans (e.g., plumbing, carpentry, welding)
Other; please explain the type of services you provide and provide your business’s website address (if you have
one).",None,,TRUE,"Other; please explain the type of services you provide and provide your business’s website address (if you have
one).",1220,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,286
1220,,33300,Other,Other,other,Text,,None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,chain from 1219,FALSE,287
1221,,33400,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,TRUE,288
1222,,33500,Do your contracts state that to the best of your knowledge any materials or intellectual property created are original and do not infringe upon the intellectual property rights of others?,Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,289
1223,,33600,"Do you maintain current and valid professional certifications or designations as required or recognized by industry standards?
",Professional Certification Maintained,professionalCertificationMaintained,YesNo,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,290
1224,,33700,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,TRUE,291
1225,,33800,In what industry do the majority of your clients work?,Client Industry,clientIndustry,radio-question,"Agricultural/mining
Aerospace
Construction
Education
Government – Federal
Government – state, local, or foreign
Energy/utilities
Financial institutions
Individual consumers
Medical/healthcare-related
Media/entertainment
Payment processors
Professional service providers (not otherwise listed)
Retail/wholesale trade/consumer products
Technology
Transportation (not including aerospace)
Other/multiple industries; please explain",None,,TRUE,Other/multiple industries; please explain,1227,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,292
1227,,33900,Other,Other,other,Text,,None,,FALSE,,,6/11/2018,V9.0.91,6/19/2018,V9.0.91,FALSE,,,FALSE,293
1228,,34000,Do you maintain current and valid professional certifications or designations as required or recognized by industry standards?,Professional Certification Maintained,professionalCertificationMaintained,YesNo,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,294
1229,,34100,What types of travel are primarily arranged by your business?,Types of Travel,typesOfTravel,radio-question,"Business/corporate travel
Personal/leisure travel
Tours/groups",None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,295
1230,,34200,Do you maintain current and valid professional certifications or designations as required or recognized by industry standards?,Professional Certification Maintained,professionalCertificationMaintained,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,296
1231,,1115,"For the next 12 months, what is your business’s estimated total annual revenue?",Estimated Total Annual Revenue,estimatedTotalAnnualRevenue,input-question,,,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,297
1232,,4105,Please explain what professional services you subcontract?,Professional Services Subcontracted,professionalServicesSubcontracted,input-question,"Yes
No",KO,Yes,FALSE,,,6/14/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,298
1234,,4510,Other project category?,Other Project Category,otherProjectCategory,Text,,,,FALSE,,,6/14/2018,V9.0.91,6/14/2018,V9.0.91,FALSE,,,FALSE,299
1236,,4710,Other common reason,Other Common Reason,otherCommonReason,Text,,None,,FALSE,,,6/14/2018,V9.0.91,,V9.0.91,FALSE,,,FALSE,300
1239,,10,"What's the total number of credit types listed below you currently use to finance your business?
• Business loans, including Small Business Administration (SBA) loans, mortgages, lines of credit, etc.
• Business credit cards
• Overdraft lines of credit of $5,000 or more
• Long-term (30 days+) vendor/supplier accounts of $5,000 or more
• Auto or equipment leases (in excess of $5,000 of total value)",Credit Types Used,creditTypesUsed,radio-question,"0
1
2
3
4
5+",,,FALSE,,,9/12/2018,V9.0.91,9/18/2018,V9.0.91,TRUE,NJ,,FALSE,301
1240,,25,What best describes your business’s ownership structure?:,Ownership Structure,ownershipStructure,radio-question,"Individual/Sole Proprietor
Joint Venture
Limited Liability Company
Partnership
Trust
Corporation or other Organization (other than the above)",,,FALSE,,,9/12/2018,V9.0.91,9/18/2018,V9.0.91,TRUE,,,FALSE,302
1241,,30,"If you purchase a policy, when would you like your coverage to start?",Coverage Start,coverageStart,date-question,,,,FALSE,,,9/12/2018,V9.0.91,9/18/2018,V9.0.91,TRUE,,Must be today or greater.,FALSE,303
1242,,20,"Other than the business address provided above, how many additional locations does your business own or rent?",Additional Business Locations,additionalBusinessLocations,input-question,,,,FALSE,,,9/12/2018,V9.0.91,9/18/2018,V9.0.91,TRUE,,Number,FALSE,304
1237,,3301,Other,Other,other,Text,,,,FALSE,,,7/13/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,,FALSE,305
1238,,34300,Other:,Other,other,input-question,,KO,NO,FALSE,,,7/13/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,NJ,Only show for NJ,FALSE,306
1263,,15950,Please explain what professional services you subcontract?,Professional Services Subcontracted,professionalServicesSubcontracted,input-question,,None,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,chained from 190,FALSE,307
1267,,25650,"Other, please explain",Other,other,input-question,,None,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,chain from 1126,FALSE,308
1264,,32210,"Do you perform any of these services?
• Administer or monitor detoxification programs
• Operate any residential treatment facilities
• Prescribe or dispense herbs or herbal drugs
• Prescribe or dispense over the counter or prescription drugs",Services Performed,servicesPerformed,radio-question,"Yes
No",KO,Yes,FALSE,,,9/24/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,309
1266,,25150,Other; please explain,Other,other,input-question,,None,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,chain from 1121,FALSE,310
1268,,25850,Other; Please explain:,Other,other,input-question,,None,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,chain from 1128,FALSE,311
1269,,25950,Other; please explain,Other,other,input-question,,,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,chain from 1129,FALSE,312
1258,,11650,Other; Please explain the type of events you plan or promote and provide your business’s website address (ifyou have one).,Other: Type of Events,otherTypeOfEvents,input-question,,None,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,Chained from 136,FALSE,313
1271,,34850,If ‘disagree: Provide details,Provide Details,provideDetails,input-question,,None,,FALSE,,,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,chain from 1270,FALSE,314
1272,,34900,"You or your business are currently and properly certified by an order of a court of competent and appropriate
jurisdiction of the State of Georgia.",Certified by Court of Georgia,certifiedByCourtOfGeorgia,radio-question,"I have read and agree
I have read and disagree",None,,FALSE,,1273,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,GA,,FALSE,315
1273,,34950,If ‘disagree: Provide details,Provide Details,provideDetails,input-question,,None,,FALSE,,,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,GA,chain to 1272,FALSE,316
1274,,35000,"You or your business are properly and currently certified by court an order of a court of competent and appropriate
jurisdiction of the State of Rhode Island",Certified by Court of Rhode Island,certifiedByCourtOfRhodeIsland,radio-question,"I have read and agree
I have read and disagree",None,,FALSE,,1275,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,RI,,FALSE,317
1275,,35050,If ‘disagree: Provide details,Provide Details,provideDetails,input-question,,None,,FALSE,RI,,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,318
1276,,35100,"You or your business:
are properly and currently certified by order of the Supreme Court of the State of Texas and
• have successfully completed all required training (as required by Texas statute) prior to certification.",Certified By Texas Supreme Court,certifiedByTexasSupremeCourt,radio-question,"I have read and agree
I have read and disagree",None,,FALSE,,1277,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,TX,,FALSE,319
1277,,35150,If ‘disagree: Provide details,Provide Details,provideDetails,input-question,,None,,FALSE,,,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,TX,CHAIN from 1276,FALSE,320
1243,,2410,Other:,Other,other,input-question,,None,,FALSE,,,9/18/2018,V9.0.91,9/18/2018,V9.0.91,TRUE,,,FALSE,321
1244,,24051,Other,Other,other,input-question,,,,FALSE,,,9/18/2018,V9.0.91,,V9.0.91,FALSE,,,FALSE,322
1245,,4010,Do you disclose that calls may be recorded?,Disclose Calls May Be Recorded,discloseCallsMayBeRecorded,radio-question,"Yes
No",KO,No,FALSE,,,9/18/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,323
1246,,4550,Do you provide only Building Inspection Services?,Provide Building Inspection Services,provideBuildingInspectionServices,radio-question,"Yes
No",None,,FALSE,,,9/18/2018,V9.0.91,9/18/2018,V9.0.91,TRUE,,"If yes, special endorsement.",FALSE,324
1247,,34400,"Do you do any of the following?
• Auction properties or other items that your business owns or in which it has a controlling interest
• Conduct private or other auctions other than public auctions
• Authenticate the ownership of property(ies) or items auctioned
• Conduct auctions on-line or over the Internet",Auction Activities,auctionActivities,radio-question,"Yes
No",KO,Yes,FALSE,,,9/21/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,,FALSE,325
1248,,34500,Does your business auction:,Items Auctioned,itemsAuctioned,radio-question,"Antiques
Automobiles/boats and other vehicles
Fine art, coins, other precious metals and gems
Personal property
Real estate
Valuable papers/documents
Other; please explain",None,,TRUE,Other; please explain,1249,9/21/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,,FALSE,326
1249,,34600,Other Please Explain:,Other,other,input-question,,,,FALSE,,,9/21/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,,FALSE,327
1250,,34700,"Do you maintain current and valid professional certifications or designations as required or recognized by industry
standards?",Professional Certification Maintained,professionalCertificationMaintained,radio-question,"Yes
No",KO,No,FALSE,,,9/21/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,,TRUE,328
1251,,6650,"Other; Please explain the type of consulting services you provide and provide your business’s website address
(if you have one)",Other Type of Consulting Services,otherTypeOfConsultingServices,input-question,,None,,FALSE,,,9/21/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,changed from id=78,FALSE,329
1252,,6850,Other/multiple industries; please explain,Other Industries,otherIndustries,input-question,,None,,FALSE,,,9/21/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,chained from id=80,FALSE,330
1253,,7350,Other; please explain,Other,other,input-question,,None,,FALSE,,,9/21/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,Chain from 86,FALSE,331
1254,,7750,Other; please explain,Other,other,input-question,,,,FALSE,,,9/21/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,Chained from 90,FALSE,332
1255,,8050,"Other; Please explain the type of direct marketing services you provide and provide your business’s website
address (if you have one).",Other Direct Marketing Services,otherDirectMarketingServices,input-question,,None,,FALSE,,,9/21/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,chained from 93,FALSE,333
1256,,8250,Other/multiple industries; please explain,Other Industries,otherIndustries,input-question,,None,,FALSE,,,9/21/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,Chain from 95,FALSE,334
1257,,10250,Other; please explain,Other,other,input-question,,,,FALSE,,,9/21/2018,V9.0.91,9/21/2018,V9.0.91,TRUE,,chained from id=120,FALSE,335
1259,,12250,Other,Other,other,input-question,,None,,FALSE,,,9/24/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,Chained from 142,FALSE,336
1278,,29750,Other; please explain,Other,other,input-question,,None,,FALSE,,,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,chain from 1181,FALSE,337
1279,,32950,Other; please explain,Other,other,input-question,,,,FALSE,,,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,chain from 1216,FALSE,338
